Model,DPO2024B
Firmware Version,1.52

Point Format,Y,,,,,
Horizontal Units,S,,,,,
Horizontal Scale,0.01,,,,,
Sample Interval,1.92012e-05,,,,,
Filter Frequency,2e+08,,,,,
Record Length,5208,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,10,,10,
Vertical Units,V,,V,,V,
Vertical Offset,0,,0,,0,
Vertical Scale,1,,0.5,,0.2,
Label,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,CH3,CH3 Peak Detect
1.0064e-01,0.56,0.44,0.74,0.52,0.076,0.044
1.0065e-01,0.56,0.8,0.8,1.08,0.084,0.116
1.0067e-01,0.56,0.44,0.74,0.52,0.084,0.036
1.0069e-01,0.56,0.8,0.76,1.06,0.076,0.108
1.0071e-01,0.56,0.44,0.76,0.66,0.076,0.044
1.0073e-01,0.56,0.64,0.74,0.82,0.052,0.092
1.0075e-01,0.48,0.4,0.68,0.5,0.068,0.028
1.0077e-01,0.48,0.76,0.72,1.02,0.052,0.1
1.0079e-01,0.52,0.4,0.72,0.52,0.068,0.036
1.0081e-01,0.56,0.72,0.74,1.02,0.068,0.1
1.0083e-01,0.52,0.36,0.74,0.52,0.06,0.028
1.0085e-01,0.52,0.76,0.74,1.04,0.06,0.1
1.0087e-01,0.52,0.4,0.76,0.5,0.06,0.028
1.0089e-01,0.52,0.76,0.74,1.04,0.076,0.084
1.0090e-01,0.52,0.44,0.74,0.7,0.06,0.028
1.0092e-01,0.52,0.56,0.76,0.8,0.044,0.084
1.0094e-01,0.52,0.36,0.72,0.52,0.052,0.012
1.0096e-01,0.48,0.72,0.72,1.02,0.036,0.076
1.0098e-01,0.48,0.32,0.74,0.5,0.044,0.012
1.0100e-01,0.48,0.72,0.76,1.04,0.044,0.076
1.0102e-01,0.52,0.32,0.74,0.5,0.036,0.004
1.0104e-01,0.52,0.76,0.74,1.04,0.044,0.076
1.0106e-01,0.52,0.36,0.74,0.52,0.044,0.004
1.0108e-01,0.48,0.76,0.74,1.04,0.036,0.076
1.0110e-01,0.48,0.44,0.72,0.68,0.044,0.012
1.0112e-01,0.52,0.56,0.74,0.8,0.036,0.068
1.0113e-01,0.48,0.36,0.74,0.5,0.028,-0.004
1.0115e-01,0.48,0.72,0.72,1.02,0.02,0.068
1.0117e-01,0.48,0.32,0.74,0.5,0.02,-0.012
1.0119e-01,0.48,0.68,0.74,1.04,0.028,0.06
1.0121e-01,0.48,0.36,0.74,0.5,0.028,-0.004
1.0123e-01,0.48,0.68,0.74,1.02,0.036,0.06
1.0125e-01,0.48,0.4,0.7,0.66,0.036,0.004
1.0127e-01,0.52,0.56,0.74,0.8,0.028,0.052
1.0129e-01,0.44,0.36,0.78,0.54,0.02,-0.012
1.0131e-01,0.48,0.68,0.76,0.98,0.028,0.06
1.0133e-01,0.48,0.36,0.74,0.52,0.02,-0.02
1.0135e-01,0.48,0.72,0.72,1.02,0.004,0.052
1.0137e-01,0.48,0.32,0.72,0.5,0.004,-0.02
1.0138e-01,0.44,0.72,0.7,1.04,0.012,0.044
1.0140e-01,0.44,0.36,0.72,0.5,0.012,-0.012
1.0142e-01,0.48,0.72,0.76,1.02,0.004,0.06
1.0144e-01,0.48,0.4,0.74,0.68,0.004,-0.012
1.0146e-01,0.48,0.56,0.74,0.8,0.004,0.036
1.0148e-01,0.48,0.32,0.76,0.52,0.012,-0.028
1.0150e-01,0.48,0.68,0.72,1.04,0.004,0.044
1.0152e-01,0.44,0.32,0.76,0.5,0.004,-0.036
1.0154e-01,0.48,0.72,0.72,1.04,0.004,0.036
1.0156e-01,0.48,0.36,0.74,0.5,-0.004,-0.036
1.0158e-01,0.48,0.72,0.74,1,-0.012,0.028
1.0160e-01,0.48,0.36,0.74,0.6,0.004,-0.028
1.0161e-01,0.52,0.72,0.74,0.98,0.004,0.028
1.0163e-01,0.52,0.44,0.74,0.68,-0.004,-0.028
1.0165e-01,0.52,0.56,0.74,0.8,-0.004,0.02
1.0167e-01,0.52,0.4,0.74,0.64,-0.004,-0.036
1.0169e-01,0.52,0.68,0.74,0.94,-0.004,0.02
1.0171e-01,0.52,0.4,0.76,0.62,-0.004,-0.036
1.0173e-01,0.48,0.68,0.72,0.9,0.004,0.012
1.0175e-01,0.52,0.36,0.72,0.64,-0.004,-0.036
1.0177e-01,0.52,0.68,0.76,0.96,-0.012,0.012
1.0179e-01,0.56,0.48,0.74,0.68,-0.012,-0.036
1.0181e-01,0.56,0.6,0.76,0.82,-0.012,0.012
1.0183e-01,0.56,0.36,0.76,0.64,-0.012,-0.036
1.0185e-01,0.56,0.68,0.76,0.94,-0.012,0.02
1.0186e-01,0.6,0.36,0.76,0.64,-0.012,-0.028
1.0188e-01,0.6,0.76,0.76,0.94,-0.012,0.02
1.0190e-01,0.6,0.4,0.76,0.64,-0.012,-0.036
1.0192e-01,0.6,0.8,0.78,0.94,-0.004,0.02
1.0194e-01,0.64,0.4,0.76,0.64,-0.012,-0.028
1.0196e-01,0.6,0.84,0.78,0.94,-0.004,0.02
1.0198e-01,0.64,0.56,0.78,0.68,-0.012,-0.028
1.0200e-01,0.64,0.72,0.78,0.82,-0.012,0.02
1.0202e-01,0.6,0.44,0.76,0.66,-0.012,-0.036
1.0204e-01,0.64,0.84,0.76,0.96,-0.004,0.02
1.0206e-01,0.68,0.44,0.78,0.64,-0.02,-0.028
1.0208e-01,0.72,0.88,0.78,0.96,-0.012,0.02
1.0209e-01,0.68,0.52,0.76,0.66,-0.012,-0.028
1.0211e-01,0.72,0.92,0.76,0.96,-0.012,0.012
1.0213e-01,0.72,0.52,0.76,0.66,-0.012,-0.036
1.0215e-01,0.72,0.92,0.76,0.94,-0.012,0.02
1.0217e-01,0.76,0.68,0.74,0.72,-0.004,-0.036
1.0219e-01,0.76,0.84,0.78,0.82,-0.004,0.012
1.0221e-01,0.76,0.52,0.78,0.64,-0.004,-0.036
1.0223e-01,0.76,0.96,0.78,0.96,-0.012,0.02
1.0225e-01,0.76,0.56,0.78,0.66,-0.02,-0.036
1.0227e-01,0.72,1,0.76,0.98,-0.012,0.012
1.0229e-01,0.76,0.6,0.78,0.68,-0.012,-0.028
1.0231e-01,0.76,1,0.76,0.96,-0.012,0.012
1.0233e-01,0.8,0.72,0.78,0.72,-0.012,-0.036
1.0234e-01,0.84,0.92,0.8,0.88,-0.02,0.012
1.0236e-01,0.92,0.6,0.84,0.68,-0.012,-0.036
1.0238e-01,0.8,1.04,0.8,0.96,-0.012,0.02
1.0240e-01,0.84,0.6,0.78,0.68,-0.012,-0.036
1.0242e-01,0.88,1.04,0.8,0.96,-0.012,0.012
1.0244e-01,0.88,0.64,0.8,0.68,-0.012,-0.028
1.0246e-01,0.84,1.08,0.78,0.96,0.004,0.02
1.0248e-01,0.88,0.64,0.8,0.68,-0.012,-0.036
1.0250e-01,0.88,1.08,0.78,0.98,-0.004,0.012
1.0252e-01,0.88,0.84,0.78,0.74,-0.012,-0.028
1.0254e-01,0.88,0.96,0.8,0.86,-0.02,0.012
1.0256e-01,0.92,0.68,0.82,0.7,-0.012,-0.036
1.0257e-01,0.92,1.12,0.82,0.98,-0.02,0.02
1.0259e-01,0.92,0.68,0.8,0.7,-0.012,-0.036
1.0261e-01,0.96,1.12,0.82,0.98,-0.012,0.012
1.0263e-01,0.96,0.72,0.8,0.7,-0.02,-0.036
1.0265e-01,0.92,1.16,0.82,0.98,-0.004,0.02
1.0267e-01,0.96,0.72,0.8,0.7,-0.004,-0.028
1.0269e-01,0.96,1.16,0.8,1,-0.004,0.02
1.0271e-01,1,0.92,0.8,0.76,-0.02,-0.036
1.0273e-01,0.96,1.04,0.8,0.86,-0.02,0.012
1.0275e-01,1,0.76,0.82,0.7,-0.012,-0.036
1.0277e-01,1,1.16,0.8,0.98,-0.004,0.02
1.0279e-01,1,0.76,0.8,0.7,-0.004,-0.036
1.0281e-01,0.96,1.2,0.84,0.98,-0.012,0.02
1.0282e-01,1.04,0.8,0.82,0.72,-0.004,-0.036
1.0284e-01,1.04,1.2,0.8,1,-0.012,0.02
1.0286e-01,1.04,0.92,0.82,0.72,-0.012,-0.036
1.0288e-01,1.04,1.12,0.82,0.9,-0.02,0.02
1.0290e-01,1.04,0.76,0.82,0.72,-0.004,-0.036
1.0292e-01,1.04,1.24,0.82,1,-0.012,0.02
1.0294e-01,1.08,0.84,0.84,0.72,-0.012,-0.036
1.0296e-01,1.08,1.28,0.82,1,-0.004,0.02
1.0298e-01,1.08,0.84,0.84,0.72,-0.012,-0.036
1.0300e-01,1.08,1.28,0.84,0.98,-0.012,0.02
1.0302e-01,1.08,0.88,0.8,0.72,-0.004,-0.036
1.0304e-01,1.12,1.32,0.84,1,-0.004,0.012
1.0305e-01,1.12,1.04,0.82,0.78,-0.02,-0.036
1.0307e-01,1.08,1.2,0.8,0.88,-0.012,0.02
1.0309e-01,1.12,0.88,0.82,0.74,-0.004,-0.028
1.0311e-01,1.12,1.32,0.84,1,-0.004,0.012
1.0313e-01,1.12,0.88,0.84,0.7,-0.004,-0.036
1.0315e-01,1.12,1.32,0.86,1,-0.004,0.02
1.0317e-01,1.16,0.88,0.82,0.72,-0.004,-0.036
1.0319e-01,1.16,1.32,0.82,1,-0.02,0.012
1.0321e-01,1.12,0.92,0.84,0.72,-0.012,-0.028
1.0323e-01,1.16,1.36,0.82,1,-0.004,0.02
1.0325e-01,1.24,1.08,0.84,0.78,-0.02,-0.036
1.0327e-01,1.16,1.28,0.84,0.9,-0.012,0.012
1.0329e-01,1.2,0.92,0.82,0.74,-0.012,-0.028
1.0330e-01,1.2,1.36,0.82,1.02,-0.012,0.02
1.0332e-01,1.2,0.96,0.82,0.74,-0.012,-0.036
1.0334e-01,1.16,1.36,0.82,1,-0.004,0.02
1.0336e-01,1.24,1,0.82,0.74,-0.02,-0.036
1.0338e-01,1.2,1.36,0.86,1.04,-0.004,0.012
1.0340e-01,1.24,1.12,0.8,0.76,-0.012,-0.036
1.0342e-01,1.24,1.32,0.82,0.9,-0.004,0.02
1.0344e-01,1.24,1,0.86,0.74,-0.012,-0.036
1.0346e-01,1.2,1.36,0.84,1.04,-0.004,0.02
1.0348e-01,1.24,1,0.84,0.72,-0.004,-0.036
1.0350e-01,1.2,1.36,0.84,1.06,-0.012,0.02
1.0352e-01,1.24,1.04,0.84,0.72,-0.012,-0.036
1.0354e-01,1.24,1.36,0.86,1.06,-0.012,0.012
1.0355e-01,1.28,1.04,0.84,0.7,-0.012,-0.036
1.0357e-01,1.28,1.36,0.84,1.04,-0.012,0.012
1.0359e-01,1.24,1.2,0.82,0.78,-0.02,-0.036
1.0361e-01,1.28,1.32,0.84,0.9,-0.012,0.02
1.0363e-01,1.24,1.08,0.84,0.72,-0.012,-0.036
1.0365e-01,1.28,1.36,0.84,1.06,-0.012,0.02
1.0367e-01,1.28,1.08,0.84,0.7,0.004,-0.036
1.0369e-01,1.28,1.4,0.86,1.06,-0.012,0.02
1.0371e-01,1.28,1.12,0.84,0.72,-0.012,-0.036
1.0373e-01,1.28,1.4,0.84,1.04,-0.012,0.02
1.0375e-01,1.28,1.12,0.84,0.7,-0.02,-0.028
1.0377e-01,1.32,1.4,0.86,1.04,-0.02,0.02
1.0378e-01,1.28,1.24,0.86,0.8,-0.004,-0.044
1.0380e-01,1.32,1.36,0.84,0.94,-0.012,0.02
1.0382e-01,1.32,1.12,0.86,0.7,-0.02,-0.036
1.0384e-01,1.28,1.4,0.84,1.04,-0.004,0.012
1.0386e-01,1.36,1.16,0.86,0.72,-0.004,-0.036
1.0388e-01,1.32,1.4,0.84,1.04,-0.012,0.012
1.0390e-01,1.32,1.16,0.82,0.7,-0.004,-0.036
1.0392e-01,1.32,1.4,0.82,1.02,-0.004,0.02
1.0394e-01,1.36,1.28,0.84,0.8,-0.004,-0.028
1.0396e-01,1.32,1.4,0.84,0.9,-0.012,0.02
1.0398e-01,1.32,1.2,0.84,0.7,-0.004,-0.036
1.0400e-01,1.32,1.44,0.84,1.04,-0.004,0.012
1.0402e-01,1.36,1.16,0.88,0.7,-0.004,-0.044
1.0403e-01,1.32,1.44,0.84,1.04,-0.004,0.02
1.0405e-01,1.32,1.2,0.84,0.7,-0.004,-0.036
1.0407e-01,1.36,1.44,0.84,1.04,-0.004,0.012
1.0409e-01,1.36,1.16,0.84,0.7,-0.004,-0.036
1.0411e-01,1.36,1.44,0.86,1.04,-0.012,0.02
1.0413e-01,1.36,1.32,0.86,0.8,0.004,-0.028
1.0415e-01,1.36,1.44,0.84,0.92,-0.012,0.012
1.0417e-01,1.36,1.2,0.86,0.72,-0.012,-0.036
1.0419e-01,1.4,1.48,0.86,1.04,-0.012,0.012
1.0421e-01,1.36,1.2,0.86,0.7,-0.012,-0.036
1.0423e-01,1.36,1.48,0.88,1.06,-0.012,0.012
1.0425e-01,1.4,1.24,0.86,0.72,-0.012,-0.036
1.0426e-01,1.36,1.48,0.82,1.04,-0.012,0.02
1.0428e-01,1.4,1.32,0.86,0.78,-0.012,-0.028
1.0430e-01,1.4,1.44,0.84,0.92,-0.004,0.012
1.0432e-01,1.4,1.24,0.84,0.72,-0.02,-0.036
1.0434e-01,1.4,1.48,0.84,1.04,-0.012,0.02
1.0436e-01,1.4,1.24,0.86,0.72,-0.004,-0.036
1.0438e-01,1.4,1.48,0.88,1.06,-0.012,0.02
1.0440e-01,1.4,1.24,0.84,0.72,-0.012,-0.036
1.0442e-01,1.4,1.52,0.86,1.06,-0.004,0.02
1.0444e-01,1.4,1.28,0.86,0.7,-0.004,-0.036
1.0446e-01,1.4,1.52,0.86,1.04,-0.02,0.02
1.0448e-01,1.4,1.36,0.86,0.8,-0.004,-0.036
1.0450e-01,1.44,1.48,0.86,0.94,-0.004,0.012
1.0451e-01,1.4,1.24,0.86,0.72,-0.012,-0.036
1.0453e-01,1.44,1.52,0.86,1.04,-0.004,0.02
1.0455e-01,1.44,1.28,0.86,0.74,-0.004,-0.036
1.0457e-01,1.44,1.56,0.84,1.06,-0.012,0.012
1.0459e-01,1.44,1.28,0.88,0.74,-0.012,-0.036
1.0461e-01,1.4,1.52,0.84,1.04,-0.012,0.02
1.0463e-01,1.44,1.28,0.88,0.74,-0.02,-0.036
1.0465e-01,1.44,1.52,0.86,1.04,-0.012,0.02
1.0467e-01,1.44,1.36,0.86,0.8,-0.012,-0.036
1.0469e-01,1.44,1.48,0.86,0.92,-0.004,0.02
1.0471e-01,1.44,1.28,0.86,0.72,-0.02,-0.036
1.0473e-01,1.44,1.52,0.86,1.04,-0.012,0.02
1.0474e-01,1.44,1.28,0.88,0.7,-0.012,-0.028
1.0476e-01,1.44,1.52,0.84,1.04,-0.004,0.02
1.0478e-01,1.44,1.28,0.86,0.74,-0.012,-0.036
1.0480e-01,1.48,1.52,0.86,1.04,-0.004,0.02
1.0482e-01,1.44,1.4,0.86,0.78,-0.012,-0.028
1.0484e-01,1.44,1.52,0.86,0.94,-0.012,0.02
1.0486e-01,1.48,1.28,0.9,0.72,-0.004,-0.036
1.0488e-01,1.44,1.52,0.86,1.06,-0.004,0.02
1.0490e-01,1.48,1.28,0.88,0.76,-0.012,-0.036
1.0492e-01,1.48,1.56,0.88,1.06,-0.02,0.02
1.0494e-01,1.48,1.32,0.86,0.72,-0.02,-0.036
1.0496e-01,1.48,1.56,0.86,1.06,-0.02,0.02
1.0498e-01,1.44,1.32,0.84,0.74,-0.02,-0.036
1.0499e-01,1.44,1.56,0.84,1.06,-0.012,0.028
1.0501e-01,1.48,1.4,0.86,0.78,-0.004,-0.028
1.0503e-01,1.48,1.52,0.86,0.94,-0.012,0.012
1.0505e-01,1.48,1.32,0.88,0.72,-0.004,-0.084
1.0507e-01,1.44,1.56,0.84,1.04,-0.052,0.012
1.0509e-01,1.4,1.2,0.82,0.64,-0.068,-0.132
1.0511e-01,1.32,1.44,0.78,0.98,-0.1,-0.044
1.0513e-01,1.24,1,0.76,0.6,-0.124,-0.164
1.0515e-01,1.2,1.28,0.74,0.92,-0.124,-0.084
1.0517e-01,1.08,0.8,0.7,0.54,-0.14,-0.196
1.0519e-01,1,1.16,0.7,0.88,-0.156,-0.124
1.0521e-01,0.96,0.76,0.68,0.6,-0.172,-0.22
1.0522e-01,0.88,1,0.66,0.74,-0.188,-0.156
1.0524e-01,0.76,0.56,0.66,0.52,-0.196,-0.22
1.0526e-01,0.72,0.88,0.64,0.88,-0.196,-0.164
1.0528e-01,0.68,0.4,0.68,0.56,-0.18,-0.204
1.0530e-01,0.64,0.68,0.66,0.88,-0.188,-0.148
1.0532e-01,0.52,0.28,0.68,0.52,-0.188,-0.228
1.0534e-01,0.48,0.64,0.68,0.84,-0.204,-0.172
1.0536e-01,0.44,0.32,0.66,0.6,-0.212,-0.236
1.0538e-01,0.4,0.48,0.68,0.72,-0.212,-0.18
1.0540e-01,0.36,0.2,0.64,0.52,-0.22,-0.26
1.0542e-01,0.32,0.44,0.66,0.86,-0.228,-0.188
1.0544e-01,0.24,0.08,0.62,0.5,-0.228,-0.268
1.0546e-01,0.2,0.32,0.62,0.8,-0.244,-0.212
1.0547e-01,0.16,-1.43051e-08,0.64,0.52,-0.228,-0.252
1.0549e-01,0.2,0.24,0.66,0.84,-0.22,-0.196
1.0551e-01,0.12,-1.43051e-08,0.64,0.5,-0.22,-0.268
1.0553e-01,0.16,0.2,0.64,0.82,-0.252,-0.204
1.0555e-01,0.12,-1.43051e-08,0.62,0.56,-0.252,-0.276
1.0557e-01,0.08,0.16,0.62,0.7,-0.252,-0.228
1.0559e-01,0.08,-0.08,0.64,0.5,-0.252,-0.292
1.0561e-01,0.04,0.16,0.64,0.82,-0.244,-0.22
1.0563e-01,0.04,-0.12,0.62,0.5,-0.26,-0.292
1.0565e-01,0.04,0.12,0.62,0.82,-0.268,-0.236
1.0567e-01,-1.43051e-08,-0.12,0.64,0.5,-0.26,-0.284
1.0569e-01,-1.43051e-08,0.08,0.66,0.82,-0.26,-0.22
1.0570e-01,-1.43051e-08,-0.16,0.64,0.5,-0.26,-0.3
1.0572e-01,-1.43051e-08,0.2,0.64,0.8,-0.276,-0.236
1.0574e-01,-1.43051e-08,-0.08,0.64,0.56,-0.284,-0.3
1.0576e-01,-0.04,0.04,0.64,0.68,-0.276,-0.252
1.0578e-01,-0.04,-0.16,0.62,0.5,-0.276,-0.3
1.0580e-01,-0.04,0.04,0.62,0.82,-0.284,-0.252
1.0582e-01,-1.43051e-08,-0.12,0.66,0.48,-0.276,-0.308
1.0584e-01,-0.04,0.08,0.66,0.82,-0.284,-0.26
1.0586e-01,-0.04,-0.16,0.64,0.5,-0.292,-0.308
1.0588e-01,-0.04,0.08,0.62,0.82,-0.284,-0.26
1.0590e-01,-0.04,-0.08,0.64,0.56,-0.284,-0.324
1.0592e-01,-0.04,0.04,0.62,0.7,-0.292,-0.268
1.0594e-01,-1.43051e-08,-0.12,0.64,0.5,-0.3,-0.34
1.0595e-01,-0.04,0.08,0.6,0.78,-0.324,-0.284
1.0597e-01,-0.04,-0.12,0.62,0.5,-0.316,-0.332
1.0599e-01,-0.04,0.04,0.62,0.78,-0.3,-0.284
1.0601e-01,-0.08,-0.12,0.64,0.5,-0.308,-0.332
1.0603e-01,-0.04,0.04,0.64,0.78,-0.324,-0.284
1.0605e-01,-0.08,-0.12,0.62,0.5,-0.316,-0.34
1.0607e-01,-0.08,0.04,0.64,0.78,-0.324,-0.292
1.0609e-01,-0.08,-0.12,0.62,0.56,-0.324,-0.364
1.0611e-01,-0.08,-1.43051e-08,0.62,0.68,-0.324,-0.3
1.0613e-01,-0.04,-0.12,0.6,0.5,-0.34,-0.372
1.0615e-01,-0.04,0.12,0.6,0.78,-0.34,-0.316
1.0617e-01,-1.43051e-08,-0.08,0.6,0.48,-0.34,-0.372
1.0618e-01,-0.04,0.04,0.6,0.78,-0.348,-0.316
1.0620e-01,-1.43051e-08,-0.08,0.6,0.5,-0.348,-0.364
1.0622e-01,-1.43051e-08,0.04,0.62,0.78,-0.34,-0.316
1.0624e-01,-1.43051e-08,-0.08,0.62,0.48,-0.356,-0.38
1.0626e-01,-1.43051e-08,0.04,0.62,0.78,-0.356,-0.324
1.0628e-01,-1.43051e-08,-0.08,0.6,0.56,-0.356,-0.388
1.0630e-01,-1.43051e-08,0.04,0.6,0.66,-0.364,-0.34
1.0632e-01,-1.43051e-08,-0.08,0.6,0.46,-0.372,-0.404
1.0634e-01,-0.04,0.04,0.58,0.78,-0.372,-0.348
1.0636e-01,-1.43051e-08,-0.08,0.58,0.46,-0.38,-0.412
1.0638e-01,-1.43051e-08,0.04,0.56,0.76,-0.38,-0.356
1.0640e-01,-1.43051e-08,-0.08,0.6,0.5,-0.372,-0.396
1.0642e-01,-1.43051e-08,0.04,0.62,0.78,-0.372,-0.34
1.0643e-01,-1.43051e-08,-0.08,0.64,0.56,-0.372,-0.396
1.0645e-01,-1.43051e-08,0.04,0.6,0.68,-0.372,-0.348
1.0647e-01,-0.04,-0.08,0.64,0.48,-0.38,-0.412
1.0649e-01,-1.43051e-08,0.04,0.62,0.78,-0.388,-0.356
1.0651e-01,-1.43051e-08,-0.08,0.62,0.48,-0.396,-0.428
1.0653e-01,-0.04,0.04,0.6,0.8,-0.396,-0.372
1.0655e-01,-0.04,-0.08,0.6,0.48,-0.396,-0.428
1.0657e-01,-1.43051e-08,0.04,0.6,0.76,-0.404,-0.372
1.0659e-01,-0.04,-0.08,0.64,0.5,-0.388,-0.42
1.0661e-01,-1.43051e-08,0.04,0.64,0.8,-0.38,-0.356
1.0663e-01,-0.04,-0.08,0.64,0.58,-0.38,-0.412
1.0665e-01,-0.04,0.04,0.62,0.7,-0.372,-0.364
1.0666e-01,-0.04,-0.08,0.64,0.5,-0.38,-0.42
1.0668e-01,-1.43051e-08,0.04,0.62,0.82,-0.388,-0.364
1.0670e-01,-1.43051e-08,-0.08,0.64,0.48,-0.396,-0.428
1.0672e-01,-1.43051e-08,0.04,0.64,0.82,-0.404,-0.372
1.0674e-01,-1.43051e-08,-0.08,0.6,0.46,-0.42,-0.444
1.0676e-01,-0.04,0.04,0.62,0.8,-0.42,-0.388
1.0678e-01,-1.43051e-08,-0.08,0.62,0.52,-0.404,-0.436
1.0680e-01,-0.04,0.04,0.64,0.86,-0.396,-0.356
1.0682e-01,-0.04,-0.08,0.64,0.62,-0.38,-0.404
1.0684e-01,-1.43051e-08,0.04,0.66,0.74,-0.38,-0.356
1.0686e-01,-1.43051e-08,-0.08,0.68,0.54,-0.396,-0.404
1.0688e-01,-1.43051e-08,0.04,0.68,0.84,-0.388,-0.356
1.0690e-01,-0.04,-0.08,0.66,0.52,-0.38,-0.412
1.0691e-01,-0.04,0.04,0.66,0.82,-0.388,-0.356
1.0693e-01,-1.43051e-08,-0.08,0.62,0.52,-0.396,-0.436
1.0695e-01,-1.43051e-08,0.04,0.68,0.84,-0.396,-0.372
1.0697e-01,-1.43051e-08,-0.08,0.68,0.62,-0.396,-0.42
1.0699e-01,-1.43051e-08,0.04,0.7,0.74,-0.396,-0.364
1.0701e-01,-1.43051e-08,-0.08,0.68,0.56,-0.364,-0.396
1.0703e-01,-1.43051e-08,0.04,0.7,0.88,-0.364,-0.34
1.0705e-01,-1.43051e-08,-0.08,0.74,0.62,-0.364,-0.388
1.0707e-01,-1.43051e-08,0.04,0.72,0.86,-0.364,-0.332
1.0709e-01,-1.43051e-08,-0.24,0.74,0.6,-0.372,-0.396
1.0711e-01,-0.12,0.04,0.72,0.86,-0.372,-0.348
1.0713e-01,-0.04,-0.12,0.72,0.6,-0.372,-0.412
1.0714e-01,0.04,0.2,0.72,0.84,-0.388,-0.356
1.0716e-01,0.08,0.04,0.7,0.66,-0.388,-0.412
1.0718e-01,0.16,0.28,0.72,0.78,-0.388,-0.356
1.0720e-01,0.24,0.08,0.72,0.62,-0.372,-0.396
1.0722e-01,0.36,0.48,0.72,0.88,-0.356,-0.324
1.0724e-01,0.44,0.32,0.74,0.66,-0.34,-0.372
1.0726e-01,0.56,0.68,0.74,0.94,-0.348,-0.324
1.0728e-01,0.6,0.56,0.76,0.64,-0.34,-0.38
1.0730e-01,0.72,0.88,0.76,0.92,-0.356,-0.324
1.0732e-01,0.76,0.68,0.78,0.64,-0.364,-0.38
1.0734e-01,0.8,1,0.74,0.9,-0.356,-0.324
1.0736e-01,0.88,0.8,0.74,0.68,-0.348,-0.38
1.0738e-01,0.88,0.96,0.76,0.82,-0.356,-0.332
1.0739e-01,0.92,0.72,0.76,0.68,-0.34,-0.364
1.0741e-01,0.92,1.04,0.76,0.92,-0.324,-0.3
1.0743e-01,0.96,0.84,0.82,0.7,-0.332,-0.34
1.0745e-01,0.96,1.16,0.76,0.96,-0.324,-0.284
1.0747e-01,1.04,0.88,0.8,0.72,-0.316,-0.34
1.0749e-01,1.08,1.24,0.8,0.96,-0.324,-0.292
1.0751e-01,1.08,1.04,0.78,0.74,-0.324,-0.348
1.0753e-01,1.12,1.24,0.78,0.88,-0.324,-0.3
1.0755e-01,1.16,0.92,0.8,0.7,-0.34,-0.348
1.0757e-01,1.12,1.32,0.78,0.96,-0.324,-0.3
1.0759e-01,1.16,0.96,0.8,0.7,-0.324,-0.34
1.0761e-01,1.2,1.32,0.78,0.96,-0.316,-0.276
1.0762e-01,1.24,1.08,0.82,0.74,-0.292,-0.316
1.0764e-01,1.24,1.4,0.84,1,-0.3,-0.26
1.0766e-01,1.32,1.16,0.84,0.76,-0.284,-0.308
1.0768e-01,1.36,1.52,0.86,1.02,-0.284,-0.252
1.0770e-01,1.4,1.32,0.86,0.8,-0.292,-0.308
1.0772e-01,1.44,1.48,0.86,0.92,-0.276,-0.252
1.0774e-01,1.44,1.24,0.88,0.76,-0.292,-0.308
1.0776e-01,1.48,1.56,0.86,1,-0.268,-0.252
1.0778e-01,1.52,1.32,0.84,0.78,-0.276,-0.3
1.0780e-01,1.52,1.64,0.88,1,-0.268,-0.236
1.0782e-01,1.52,1.4,0.9,0.8,-0.252,-0.276
1.0784e-01,1.6,1.76,0.92,1.08,-0.244,-0.212
1.0786e-01,1.64,1.56,0.9,0.84,-0.236,-0.26
1.0787e-01,1.68,1.88,0.9,1.08,-0.244,-0.204
1.0789e-01,1.76,1.68,0.94,0.86,-0.244,-0.26
1.0791e-01,1.8,1.84,0.9,1.04,-0.236,-0.212
1.0793e-01,1.84,1.6,0.92,0.82,-0.236,-0.26
1.0795e-01,1.8,1.96,0.9,1.06,-0.244,-0.212
1.0797e-01,1.84,1.68,0.9,0.82,-0.228,-0.26
1.0799e-01,1.84,2,0.92,1.06,-0.236,-0.204
1.0801e-01,1.88,1.72,0.92,0.84,-0.22,-0.244
1.0803e-01,1.92,2.08,0.94,1.1,-0.212,-0.18
1.0805e-01,1.96,1.92,0.94,0.88,-0.196,-0.22
1.0807e-01,2,2.12,0.94,1.1,-0.204,-0.164
1.0809e-01,2.04,1.84,0.94,0.88,-0.196,-0.22
1.0810e-01,2.12,2.2,0.96,1.12,-0.196,-0.172
1.0812e-01,2.12,1.92,0.98,0.84,-0.196,-0.22
1.0814e-01,2.12,2.24,0.96,1.1,-0.196,-0.172
1.0816e-01,2.12,1.96,0.96,0.84,-0.196,-0.212
1.0818e-01,2.16,2.32,0.96,1.12,-0.196,-0.164
1.0820e-01,2.2,2.04,0.96,0.88,-0.188,-0.204
1.0822e-01,2.2,2.36,0.98,1.12,-0.18,-0.148
1.0824e-01,2.24,2.16,0.98,0.94,-0.164,-0.188
1.0826e-01,2.24,2.36,1,1.04,-0.164,-0.132
1.0828e-01,2.32,2.12,1,0.9,-0.156,-0.18
1.0830e-01,2.32,2.44,0.98,1.14,-0.164,-0.124
1.0832e-01,2.36,2.16,0.98,0.88,-0.164,-0.188
